hex_id,wind_peak_month,wind_peak_share,wind_effective_months,wind_profile_metric
2293,1,0.405704402254851,3.864730989424962,frequency
2294,1,0.26325691964019066,5.614405762345183,frequency
2295,1,0.2918397436180403,4.63589110171154,frequency
2299,12,0.265256318924002,5.521783464321286,frequency
2300,1,0.21585699321153085,6.236067434552898,frequency
2301,2,0.25322404111544683,5.395839539041791,frequency
2302,12,0.24274247805610752,5.879337147640085,frequency
2303,12,0.21626459040913434,6.803924288404947,frequency
2304,12,0.3248041469348105,4.885570313120387,frequency
2309,12,0.28958498990193116,4.977170037005433,frequency
2310,12,0.3700340711642512,3.700487954134575,frequency
2311,12,0.35633433758065863,4.305064119536591,frequency
2312,2,0.2300215702632956,5.404095215551079,frequency
2313,2,0.31741948472460674,4.670280624102585,frequency
2314,2,0.31094123086564673,4.951281737237455,frequency
2318,1,0.2696216426863267,5.05112526372015,frequency
2319,12,0.3896183476027312,4.279119551664156,frequency
2320,12,0.40664773534451987,3.876027430588382,frequency
2321,1,0.36769924863804054,3.5000301816875745,frequency
2322,1,0.3614394021796388,3.8439662695408385,frequency
2323,1,0.4518378784062735,3.2403644670280727,frequency
2369,1,0.30819211826870113,4.267391640194214,frequency
2371,1,0.26738522126645253,5.477692805820517,frequency
2372,1,0.19866144231437388,6.886635804612145,frequency
2373,1,0.27128487162682013,4.5154702906787065,frequency
2374,1,0.3713020728516804,3.5503912172418217,frequency
2376,2,0.3296384198727752,4.484058528108339,frequency
2377,1,0.2975981334236945,4.656329240907386,frequency
2378,2,0.41882807830520735,3.7179158314698064,frequency
2379,1,0.33001228309229674,3.842801173624611,frequency
2380,1,0.42632877139286574,3.736411446803764,frequency
2381,1,0.3159083035682288,5.122069067613943,frequency
2382,1,0.27788811338717717,4.9682285217471485,frequency
2383,1,0.2934737736136615,5.499828097124798,frequency
2384,12,0.31203900688714725,5.075872299418118,frequency
2385,1,0.30317100013757053,4.661763827620761,frequency
2387,1,0.2365771151637179,6.2622164526520665,frequency
2388,1,0.23439802459798012,5.466793779411256,frequency
2389,1,0.24827209382234816,5.685703102154717,frequency
2390,11,0.16995138862719975,7.102190940730179,frequency
2391,12,0.2577545330998528,6.202775869161118,frequency
2393,12,0.27350776922561604,5.803153918677382,frequency
2396,2,0.3113421574980289,4.956648107880036,frequency
2397,1,0.3484624782189382,4.04008925136086,frequency
2398,1,0.3653371611793783,3.5351692995680994,frequency
2399,2,0.28833112360749175,4.9807492467600625,frequency
2400,2,0.3005658998560833,4.947584982906353,frequency
2401,12,0.3085069453321766,4.794700207552245,frequency
2402,2,0.2648778338879362,5.189881265250393,frequency
2404,1,0.31559628543777274,4.371488580017126,frequency
2406,1,0.30257503012973774,4.99429586835092,frequency
2407,1,0.397363680929511,3.622949433763044,frequency
2408,1,0.34894351506499516,3.8474904886248824,frequency
2409,12,0.3917936078225383,3.3902668008393033,frequency
2410,1,0.4703510884668828,3.069694365283218,frequency
2411,1,0.47168941925748537,3.6173882383379166,frequency
2412,1,0.34580003443398594,4.879223688500857,frequency
2413,1,0.34580003443398594,4.879223688500857,frequency
2451,2,0.26438995810875576,5.370746930113217,frequency
2460,1,0.3011425462459194,5.023381721748724,frequency
2461,1,0.4960477496370382,2.9545979449452973,frequency
2462,1,0.434076589198911,3.906165335920129,frequency
2464,1,0.362475442043222,3.303786230502597,frequency
2465,2,0.32869921743796837,4.805399487126739,frequency
2466,12,0.3548490575208209,3.842226741525531,frequency
2467,12,0.4022821006527591,3.234377592522518,frequency
2468,1,0.33300752849043425,4.0123115141514045,frequency
2469,1,0.43912280604648335,3.56518512168341,frequency
2470,12,0.29169204852258795,6.143373181124099,frequency
2471,12,0.23206320620095675,6.100245725869851,frequency
2472,1,0.31451048396596565,4.642609163115606,frequency
2473,1,0.3158642820741495,4.950755661298066,frequency
2474,12,0.26557643641924417,6.2863333421504075,frequency
2477,12,0.22222871578204328,6.264046522764276,frequency
2479,12,0.3456049043711485,4.351995471914611,frequency
2480,12,0.3456049043711485,4.351995471914611,frequency
2481,12,0.293407854897286,5.178310306230869,frequency
2483,12,0.27809664478613605,5.211797671824131,frequency
2484,12,0.3553288796490974,3.631240376705662,frequency
2486,1,0.31482481954170716,4.178640097207373,frequency
2487,2,0.2889328928413262,4.770343602606332,frequency
2488,2,0.27571079834910306,5.164342537130122,frequency
2489,2,0.2759856204814135,4.8872963912499765,frequency
2490,12,0.28959976505081025,4.438566241840584,frequency
2491,1,0.2888839413206851,5.154578354701033,frequency
2492,1,0.2886192509500329,4.837365403076116,frequency
2493,1,0.316640856987771,4.975791975860725,frequency
2494,1,0.33200831717168333,4.890789752548122,frequency
2495,1,0.3659508151350211,4.112116051660341,frequency
2496,1,0.3791182698711842,4.252413453773264,frequency
2497,1,0.37993710816067416,4.3243434298413685,frequency
2498,1,0.3488292846291897,4.357366096680298,frequency
2499,1,0.3507746725373519,4.348506215367386,frequency
2500,11,0.29868604630627127,4.876571110991174,frequency
2501,1,0.41932372256504447,3.3833439614111382,frequency
2537,2,0.3242658054109999,4.256097464308468,frequency
2538,1,0.2998012823523505,5.019349914015959,frequency
2539,1,0.2947216462062319,4.918231926525677,frequency
2548,1,0.49851642116295986,3.1456924734200826,frequency
2549,1,0.35043230364350647,4.099446218574818,frequency
2551,2,0.23070132226487236,5.646185320674485,frequency
2552,1,0.24828576882994138,5.126300526548192,frequency
2553,12,0.3241364037122001,4.23711335634188,frequency
2554,12,0.3237798122687198,4.597767728547117,frequency
2555,1,0.26226082150264357,5.125270065466856,frequency
2556,1,0.356220146609948,3.958159937311339,frequency
2557,1,0.29299753074747514,4.906101320904802,frequency
2558,12,0.24219558358045576,6.243771589064377,frequency
2559,12,0.2522334456762605,5.6669815410931905,frequency
2560,1,0.30251701213892107,4.879930311089619,frequency
2561,1,0.23759965498858948,6.076549887357166,frequency
2562,1,0.21633282123521988,7.484472458394607,frequency
2563,2,0.23577238023765548,6.665383881795639,frequency
2564,2,0.23577238023765548,6.665383881795639,frequency
2565,2,0.19348867651495397,6.863740070150241,frequency
2566,2,0.16785571584791384,7.64259437922707,frequency
2567,12,0.3259562839616583,4.816321187994886,frequency
2571,12,0.2784035545155519,5.3461527484943145,frequency
2572,12,0.3557392836786971,3.772158335452919,frequency
2576,12,0.26410486296317315,5.248978924979046,frequency
2577,12,0.27567498412638247,4.954395729733095,frequency
2578,2,0.2757107983491031,4.823352227998755,frequency
2579,12,0.28272358168047995,4.937045530227336,frequency
2580,1,0.27428646106677673,4.519888275993338,frequency
2581,1,0.2754591854449498,5.095573395550384,frequency
2582,1,0.31097740234796073,4.29391971585286,frequency
2583,1,0.31185950578906524,4.968448130151528,frequency
2584,11,0.2688610070066808,5.191746737417229,frequency
2585,1,0.26262806159403496,5.61745579646087,frequency
2586,1,0.3513222280446672,3.9497789861840147,frequency
2587,11,0.27053642394037397,5.248019710875249,frequency
2588,11,0.2897048261833495,4.883226046975423,frequency
2625,2,0.3163797299958752,3.889077584569308,frequency
2626,1,0.31411964539540627,4.004386465494736,frequency
2632,11,0.4043790293757604,3.5552318631701114,frequency
2637,1,0.25047594692126274,5.164678551046786,frequency
2638,1,0.3089737328513445,4.526129103081517,frequency
2639,2,0.2877584370329854,5.161474499031784,frequency
2640,2,0.2645050200499092,5.243012205519891,frequency
2641,12,0.3243358505844125,4.832764754778913,frequency
2642,1,0.19934193417080315,6.290449062638187,frequency
2643,12,0.23313027249422225,6.1202087500673485,frequency
2644,1,0.331726075282118,4.77661508819998,frequency
2645,2,0.27963015512674994,4.6433355187401455,frequency
2646,12,0.3080617404887348,4.9940535664117185,frequency
2647,1,0.26063876620142534,5.087636946844365,frequency
2648,1,0.26063876620142534,5.087636946844365,frequency
2649,1,0.21629130009242173,6.373134731939456,frequency
2650,1,0.21586662552589173,7.212791623088964,frequency
2651,1,0.22058348202711037,5.819853654093314,frequency
2652,1,0.22729004713972945,5.800071260665797,frequency
2653,1,0.24977541673837936,6.043429948211578,frequency
2654,12,0.23156332408536787,6.424104632619541,frequency
2655,12,0.27316104359829424,5.661780768885408,frequency
2659,12,0.2963503872719811,5.391438942551733,frequency
2660,2,0.37255393878575016,3.5871577363616076,frequency
2662,2,0.35303557100829097,3.9639067740517953,frequency
2664,2,0.3305409084167968,4.20027810057705,frequency
2666,2,0.24033480891491396,5.239973409758813,frequency
2667,1,0.30471036479977875,3.801790065016948,frequency
2668,1,0.3081921182687011,3.904281598948971,frequency
2672,1,0.3887772675086108,3.7044368530895824,frequency
2673,1,0.3882757632220151,3.7708481255931043,frequency
2713,2,0.3163636633876749,4.581357039018367,frequency
2714,12,0.24422917253247148,5.48110089806358,frequency
2724,1,0.2951262047220192,5.107517562333749,frequency
2725,1,0.2163231472720679,6.406125990069241,frequency
2726,1,0.26440593234460924,6.088810626729217,frequency
2727,2,0.44729072320931357,3.2744373959137856,frequency
2728,12,0.36632151593475615,4.6527573907474595,frequency
2729,1,0.2934737736136615,5.289935782429276,frequency
2730,12,0.26175452330658605,6.168953657571493,frequency
2731,1,0.23786252035031016,5.904888675193223,frequency
2732,12,0.24276830730038712,6.101766565194151,frequency
2733,12,0.24455368212151238,5.889777390061396,frequency
2734,12,0.30688262579575315,5.1050688855220265,frequency
2735,12,0.2557493490214386,5.225057151017293,frequency
2736,12,0.2617808972703155,5.65023201662387,frequency
2737,12,0.2239940092700386,6.359060618133223,frequency
2738,2,0.2119595051290765,6.633604388696808,frequency
2739,1,0.2600223396012695,5.375702093561842,frequency
2740,12,0.2545271992886416,5.3656513830169,frequency
2741,1,0.22607072635568348,5.904090795303532,frequency
2742,12,0.36304242015799915,4.901157964428889,frequency
2743,1,0.26356529914586707,5.1320572217473055,frequency
2746,1,0.22537033344071342,6.030225007651974,frequency
2747,2,0.2789690008230798,5.31809892668321,frequency
2748,2,0.29500364856520955,4.5759110142608,frequency
2753,11,0.2664387594548344,4.267815746352451,frequency
2754,1,0.365421780215919,3.918482588808749,frequency
2800,2,0.40414761593729587,3.361463953381856,frequency
2801,2,0.2750282997927528,4.9496580107622075,frequency
2808,1,0.29153710074649075,5.915227201187462,frequency
2812,10,0.24397815355728084,6.346157857354391,frequency
2813,2,0.24516216965928578,6.164204306409565,frequency
