hex_id,geometry,pred_peak_month,pred_peak_share,area_weight_km2,wind_peak_month,wind_peak_share,wind_profile_metric,circular_peak_month_difference,signed_peak_month_shift,peak_month_share_difference,abs_peak_month_share_difference
2647,"POLYGON ((3642252.499883633 2533966.0271361535, 3613385.40982118 2533966.027135146, 3598951.864790622 2558965.660468503, 3613385.4098224933 2583965.293803759, 3642252.4998848923 2583965.2938047503, 3656686.044915474 2558965.6604704983, 3642252.499883633 2533966.0271361535))",1,0.3859127630694774,2165.0000000225523,1,0.2606387662014253,frequency,0,0,0.12527399686805213,0.12527399686805213
2648,"POLYGON ((3642252.4998848923 2583965.2938047503, 3613385.4098224933 2583965.293803759, 3598951.8647919507 2608964.9271368645, 3613385.4098237846 2633964.56047085, 3642252.499886129 2633964.5604718095, 3656686.044916695 2608964.9271388147, 3642252.4998848923 2583965.2938047503))",1,0.1560346542690872,2164.999999979261,1,0.2606387662014253,frequency,0,0,-0.1046041119323381,0.1046041119323381
2649,"POLYGON ((3642252.499886129 2633964.5604718095, 3613385.4098237846 2633964.56047085, 3598951.8647932564 2658964.1938037043, 3613385.4098250503 2683963.8271384058, 3642252.499887343 2683963.827139347, 3656686.0449178936 2658964.1938056033, 3642252.499886129 2633964.5604718095))",1,0.2186907609676738,2165.0000000225523,1,0.2162913000924217,frequency,0,0,0.002399460875252085,0.002399460875252085
2650,"POLYGON ((3642252.499887343 2683963.827139347, 3613385.4098250503 2683963.8271384058, 3598951.8647945356 2708963.4604710024, 3613385.40982629 2733963.0938044228, 3642252.499888531 2733963.0938053406, 3656686.0449190694 2708963.46047286, 3642252.499887343 2683963.827139347))",5,0.2848489840432741,2164.999999979261,1,0.2158666255258917,frequency,4,4,0.06898235851738238,0.06898235851738238
2651,"POLYGON ((3642252.499888531 2733963.0938053406, 3613385.40982629 2733963.0938044228, 3598951.8647957873 2758962.727136769, 3613385.409827503 2783962.360470916, 3642252.4998896928 2783962.360471803, 3656686.044920219 2758962.727138577, 3642252.499888531 2733963.0938053406))",1,0.2614474480591205,2165.0000000225523,1,0.2205834820271103,frequency,0,0,0.0408639660320102,0.0408639660320102
2652,"POLYGON ((3642252.4998896928 2783962.360471803, 3613385.409827503 2783962.360470916, 3598951.864797011 2808961.993803002, 3613385.409828686 2833961.6271358696, 3642252.499890827 2833961.6271367376, 3656686.0449213414 2808961.9938047575, 3642252.4998896928 2783962.360471803))",7,0.2069639658857592,2164.999999979261,1,0.2272900471397294,frequency,6,6,-0.020326081253970202,0.020326081253970202
2653,"POLYGON ((3642252.499890827 2833961.6271367376, 3613385.409828686 2833961.6271358696, 3598951.864798205 2858961.2604687116, 3613385.4098298396 2883960.8938012957, 3642252.499891932 2883960.8938021385, 3656686.044922438 2858961.260470421, 3642252.499890827 2833961.6271367376))",3,0.1930950254544489,2165.0000000225523,1,0.2497754167383793,frequency,2,2,-0.056680391283930404,0.056680391283930404
2654,"POLYGON ((3642252.499891932 2883960.8938021385, 3613385.4098298396 2883960.8938012957, 3598951.8647993663 2908960.5271328883, 3613385.409830962 2933960.1604652004, 3642252.4998930073 2933960.1604660195, 3656686.044923504 2908960.527134545, 3642252.499891932 2883960.8938021385))",8,0.2334470786326099,2164.999999979261,12,0.2315633240853678,frequency,4,-4,0.0018837545472421002,0.0018837545472421002
2655,"POLYGON ((3642252.4998930073 2933960.1604660195, 3613385.409830962 2933960.1604652004, 3598951.864800496 2958959.7937975456, 3613385.4098320515 2983959.4271295825, 3642252.49989405 2983959.4271303685, 3656686.0449245395 2958959.7937991465, 3642252.4998930073 2933960.1604660195))",2,0.3342204603421143,2165.0000000225523,12,0.2731610435982942,frequency,2,2,0.061059416743820094,0.061059416743820094
2659,"POLYGON ((3642252.4998969836 3133957.227118377, 3613385.409835115 3133957.2271176656, 3598951.864804668 3158956.860449058, 3613385.409836067 3183956.4937800406, 3642252.499897894 3183956.4937807214, 3656686.0449283635 3158956.860450446, 3642252.4998969836 3133957.227118377))",12,0.2363390338028316,2165.0000000225523,12,0.2963503872719811,frequency,0,0,-0.06001135346914949,0.06001135346914949
2660,"POLYGON ((3642252.499897894 3183956.4937807214, 3613385.409836067 3183956.4937800406, 3598951.864805621 3208956.1271102014, 3613385.4098369814 3233955.7604419347, 3642252.499898769 3233955.760442582, 3656686.0449292366 3208956.1271115346, 3642252.499897894 3183956.4937807214))",12,0.5649652968179306,2165.0000000225523,2,0.3725539387857501,frequency,2,-2,0.1924113580321805,0.1924113580321805
2662,"POLYGON ((3642252.4998996095 3283955.0271029803, 3613385.4098378588 3283955.0271023493, 3598951.8648074144 3308954.6604320677, 3613385.4098386997 3333954.293763309, 3642252.4999004127 3333954.2937639095, 3656686.044930878 3308954.660433298, 3642252.4998996095 3283955.0271029803))",12,0.4879043803359408,2165.0000000225523,2,0.3530355710082909,frequency,2,-2,0.13486880932764989,0.13486880932764989
2664,"POLYGON ((3642252.499901182 3383953.560423403, 3613385.4098395035 3383953.5604228238, 3598951.864809057 3408953.1937521296, 3613385.4098402685 3433952.827082898, 3642252.4999019145 3433952.827083453, 3656686.0449323803 3408953.19375325, 3642252.499901182 3383953.560423403))",12,0.6828317112701984,2165.0000000225523,2,0.3305409084167968,frequency,2,-2,0.3522908028534016,0.3522908028534016
2666,"POLYGON ((3642252.4999026116 3483952.093742087, 3613385.4098409982 3483952.093741559, 3598951.864810546 3508951.727070466, 3613385.40984169 3533951.360400813, 3642252.499903272 3533951.360401308, 3656686.0449337424 3508951.7270714967, 3642252.4999026116 3483952.093742087))",12,0.2914270622307158,2165.0000000225523,2,0.2403348089149139,frequency,2,-2,0.05109225331580189,0.05109225331580189
2725,"POLYGON ((3685553.134965438 2058972.9937657672, 3656686.0449024644 2058972.993764674, 3642252.4998716544 2083972.6271002404, 3656686.0449037985 2108972.2604378415, 3685553.1349667152 2108972.2604389316, 3699986.6799975443 2083972.627102425, 3685553.134965438 2058972.9937657672))",3,0.4376906926227449,2165.000000022565,1,0.2163231472720679,frequency,2,2,0.22136754535067701,0.22136754535067701
2726,"POLYGON ((3685553.1349667152 2108972.2604389316, 3656686.0449037985 2108972.2604378415, 3642252.4998730165 2133971.8937732084, 3656686.0449051308 2158971.527109586, 3685553.13496799 2158971.527110664, 3699986.6799987913 2133971.893775367, 3685553.1349667152 2108972.2604389316))",1,0.2331925372666108,2164.999999979274,1,0.2644059323446092,frequency,0,0,-0.03121339507799839,0.03121339507799839
2727,"POLYGON ((3685553.13496799 2158971.527110664, 3656686.0449051308 2158971.527109586, 3642252.4998743767 2183971.160444746, 3656686.0449064597 2208970.793781896, 3685553.1349692615 2208970.7937829536, 3699986.680000037 2183971.160446882, 3685553.13496799 2158971.527110664))",1,0.6777786007170972,2165.000000022565,2,0.4472907232093135,frequency,1,-1,0.23048787750778366,0.23048787750778366
2728,"POLYGON ((3685553.1349692615 2208970.7937829536, 3656686.0449064597 2208970.793781896, 3642252.4998757318 2233970.427116831, 3656686.044907783 2258970.060452743, 3685553.134970528 2258970.060453792, 3699986.6800012775 2233970.427118942, 3685553.1349692615 2208970.7937829536))",1,0.3514328250475138,2164.999999979274,12,0.3663215159347561,frequency,1,1,-0.014888690887242317,0.014888690887242317
2729,"POLYGON ((3685553.134970528 2258970.060453792, 3656686.044907783 2258970.060452743, 3642252.4998770803 2283969.6937874565, 3656686.0449090987 2308969.327124121, 3685553.1349717854 2308969.3271251475, 3699986.680002511 2283969.6937895315, 3685553.134970528 2258970.060453792))",12,0.3482711827573275,2165.000000022565,1,0.2934737736136615,frequency,1,-1,0.05479740914366599,0.05479740914366599
2730,"POLYGON ((3685553.1349717854 2308969.3271251475, 3656686.0449090987 2308969.327124121, 3642252.4998784196 2333968.960458603, 3656686.044910403 2358968.59379401, 3685553.1349730333 2358968.593795023, 3699986.6800037352 2333968.9604606368, 3685553.1349717854 2308969.3271251475))",1,0.3291892080783767,2164.999999979274,12,0.261754523306586,frequency,1,1,0.06743468477179071,0.06743468477179071
2731,"POLYGON ((3685553.1349730333 2358968.593795023, 3656686.044910403 2358968.59379401, 3642252.499879745 2383968.2271282487, 3656686.0449116947 2408967.8604643983, 3685553.1349742687 2408967.860465396, 3699986.680004949 2383968.2271302594, 3685553.1349730333 2358968.593795023))",1,0.3133286792200474,2165.000000022565,1,0.2378625203503101,frequency,0,0,0.07546615886973732,0.07546615886973732
2732,"POLYGON ((3685553.1349742687 2408967.860465396, 3656686.0449116947 2408967.8604643983, 3642252.499881058 2433967.4937983975, 3656686.044912972 2458967.1271332875, 3685553.13497549 2458967.127134261, 3699986.6800061497 2433967.4938003663, 3685553.1349742687 2408967.860465396))",9,0.2500727706774209,2164.999999979274,12,0.2427683073003871,frequency,3,-3,0.007304463377033804,0.007304463377033804
2733,"POLYGON ((3685553.13497549 2458967.127134261, 3656686.044912972 2458967.1271332875, 3642252.4998823544 2483966.760468035, 3656686.0449142326 2508966.393802657, 3685553.1349766958 2508966.393803611, 3699986.680007335 2483966.7604699647, 3685553.13497549 2458967.127134261))",1,0.3459381248377687,2165.000000022565,12,0.2445536821215123,frequency,1,1,0.1013844427162564,0.1013844427162564
2734,"POLYGON ((3685553.1349766958 2508966.393803611, 3656686.0449142326 2508966.393802657, 3642252.499883633 2533966.0271361535, 3656686.044915474 2558965.6604704983, 3685553.1349778827 2558965.6604714375, 3699986.6800085045 2533966.027138045, 3685553.1349766958 2508966.393803611))",12,0.2777452343744447,2164.999999979274,12,0.3068826257957531,frequency,0,0,-0.02913739142130839,0.02913739142130839
2735,"POLYGON ((3685553.1349778827 2558965.6604714375, 3656686.044915474 2558965.6604704983, 3642252.4998848923 2583965.2938047503, 3656686.044916695 2608964.9271388147, 3685553.1349790497 2608964.9271397316, 3699986.6800096547 2583965.2938065976, 3685553.1349778827 2558965.6604714375))",1,0.2525460055471777,2165.000000022565,12,0.2557493490214386,frequency,1,1,-0.003203343474260878,0.003203343474260878
2736,"POLYGON ((3685553.1349790497 2608964.9271397316, 3656686.044916695 2608964.9271388147, 3642252.499886129 2633964.5604718095, 3656686.0449178936 2658964.1938056033, 3685553.134980196 2658964.193806499, 3699986.680010785 2633964.560473615, 3685553.1349790497 2608964.9271397316))",10,0.2716782363545574,2164.999999979274,12,0.2617808972703155,frequency,2,-2,0.009897339084241896,0.009897339084241896
2737,"POLYGON ((3685553.134980196 2658964.193806499, 3656686.0449178936 2658964.1938056033, 3642252.499887343 2683963.827139347, 3656686.0449190694 2708963.46047286, 3685553.1349813193 2708963.460473729, 3699986.680011894 2683963.8271411057, 3685553.134980196 2658964.193806499))",9,0.2016219361490517,2165.000000022565,12,0.2239940092700386,frequency,3,-3,-0.022372073120986907,0.022372073120986907
2738,"POLYGON ((3685553.1349813193 2708963.460473729, 3656686.0449190694 2708963.46047286, 3642252.499888531 2733963.0938053406, 3656686.044920219 2758962.727138577, 3685553.1349824183 2758962.727139424, 3699986.6800129786 2733963.09380705, 3685553.1349813193 2708963.460473729))",2,0.3808577545109085,2164.999999979254,2,0.2119595051290765,frequency,0,0,0.16889824938183198,0.16889824938183198
2739,"POLYGON ((3685553.1349824183 2758962.727139424, 3656686.044920219 2758962.727138577, 3642252.4998896928 2783962.360471803, 3656686.0449213414 2808961.9938047575, 3685553.1349834916 2808961.993805586, 3699986.6800140403 2783962.3604734684, 3685553.1349824183 2758962.727139424))",1,0.257834064029704,2165.000000022584,1,0.2600223396012695,frequency,0,0,-0.0021882755715655344,0.0021882755715655344
2740,"POLYGON ((3685553.1349834916 2808961.993805586, 3656686.0449213414 2808961.9938047575, 3642252.499890827 2833961.6271367376, 3656686.044922438 2858961.260470421, 3685553.1349845375 2858961.260471211, 3699986.680015076 2833961.627138358, 3685553.1349834916 2808961.993805586))",9,0.2147940311111291,2165.000000022565,12,0.2545271992886416,frequency,3,-3,-0.03973316817751249,0.03973316817751249
2741,"POLYGON ((3685553.1349845375 2858961.260471211, 3656686.044922438 2858961.260470421, 3642252.499891932 2883960.8938021385, 3656686.044923504 2908960.527134545, 3685553.134985556 2908960.527135315, 3699986.6800160846 2883960.893803712, 3685553.1349845375 2858961.260471211))",10,0.2076306967970328,2164.999999979274,1,0.2260707263556834,frequency,3,-3,-0.018440029558650595,0.018440029558650595
2742,"POLYGON ((3685553.134985556 2908960.527135315, 3656686.044923504 2908960.527134545, 3642252.4998930073 2933960.1604660195, 3656686.0449245395 2958959.7937991465, 3685553.134986546 2958959.793799898, 3699986.680017065 2933960.1604675334, 3685553.134985556 2908960.527135315))",12,0.4372035156478103,2165.000000022565,12,0.3630424201579991,frequency,0,0,0.0741610954898112,0.0741610954898112
2743,"POLYGON ((3685553.134986546 2958959.793799898, 3656686.0449245395 2958959.7937991465, 3642252.49989405 2983959.4271303685, 3656686.0449255444 3008959.0604622317, 3685553.134987506 3008959.0604629563, 3699986.680018016 2983959.427131838, 3685553.134986546 2958959.793799898))",10,0.369305365683483,2164.999999979274,1,0.263565299145867,frequency,3,-3,0.10574006653761597,0.10574006653761597
2746,"POLYGON ((3685553.134989332 3108957.593788547, 3656686.0449274573 3108957.593787875, 3642252.4998969836 3133957.227118377, 3656686.0449283635 3158956.860450446, 3685553.1349901976 3158956.860451094, 3699986.680020692 3133957.2271197005, 3685553.134989332 3108957.593788547))",12,0.4488139966983401,2165.000000022565,1,0.2253703334407134,frequency,1,-1,0.2234436632576267,0.2234436632576267
2747,"POLYGON ((3685553.1349901976 3158956.860451094, 3656686.0449283635 3158956.860450446, 3642252.499897894 3183956.4937807214, 3656686.0449292366 3208956.1271115346, 3685553.134991031 3208956.1271121628, 3699986.6800215207 3183956.493781993, 3685553.1349901976 3158956.860451094))",11,0.22463149454261,2164.999999979274,2,0.2789690008230798,frequency,3,-3,-0.054337506280469794,0.054337506280469794
2748,"POLYGON ((3685553.134991031 3208956.1271121628, 3656686.0449292366 3208956.1271115346, 3642252.499898769 3233955.760442582, 3656686.044930075 3258955.3937731483, 3685553.1349918307 3258955.3937737504, 3699986.680022318 3233955.760443807, 3685553.134991031 3208956.1271121628))",12,0.4083313131995436,2165.000000022565,2,0.2950036485652095,frequency,2,-2,0.11332766463433408,0.11332766463433408
2808,"POLYGON ((3728853.7700545704 1833976.2937360085, 3699986.679991358 1833976.2937349505, 3685553.134960372 1858975.927071336, 3699986.67999258 1883975.560408733, 3728853.770055737 1883975.560409786, 3743287.3150867405 1858975.9270734435, 3728853.7700545704 1833976.2937360085))",1,0.4131492790887072,2164.9999999792512,1,0.2915371007464907,frequency,0,0,0.12161217834221649,0.12161217834221649
2813,"POLYGON ((3728853.770060473 2083972.6271034465, 3699986.6799975443 2083972.627102425, 3685553.1349667152 2108972.2604389316, 3699986.6799987913 2133971.893775367, 3728853.770061663 2133971.893776376, 3743287.3150925143 2108972.260440955, 3728853.770060473 2083972.6271034465))",10,0.4961658017675786,2165.0000000225523,2,0.2451621696592857,frequency,4,-4,0.2510036321082929,0.2510036321082929
2814,"POLYGON ((3728853.770061663 2133971.893776376, 3699986.6799987913 2133971.893775367, 3685553.13496799 2158971.527110664, 3699986.680000037 2183971.160446882, 3728853.770062851 2183971.1604478783, 3743287.3150936738 2158971.527112664, 3728853.770061663 2133971.893776376))",1,0.4045260428042644,2164.999999979262,2,0.1932860674662362,frequency,1,-1,0.2112399753380282,0.2112399753380282
2815,"POLYGON ((3728853.770062851 2183971.1604478783, 3699986.680000037 2183971.160446882, 3685553.1349692615 2208970.7937829536, 3699986.6800012775 2233970.427118942, 3728853.7700640336 2233970.427119922, 3743287.315094831 2208970.7937849322, 3728853.770062851 2183971.1604478783))",12,0.4281534444505593,2165.0000000225523,1,0.2579774881433111,frequency,1,-1,0.1701759563072482,0.1701759563072482
2816,"POLYGON ((3728853.7700640336 2233970.427119922, 3699986.6800012775 2233970.427118942, 3685553.134970528 2258970.060453792, 3699986.680002511 2283969.6937895315, 3728853.7700652103 2283969.693790503, 3743287.3150959816 2258970.0604557367, 3728853.7700640336 2233970.427119922))",11,0.3902997631321524,2164.999999979262,12,0.288946848113308,frequency,1,-1,0.10135291501884441,0.10135291501884441
2817,"POLYGON ((3728853.7700652103 2283969.693790503, 3699986.680002511 2283969.6937895315, 3685553.1349717854 2308969.3271251475, 3699986.6800037352 2333968.9604606368, 3728853.770066378 2333968.960461593, 3743287.3150971257 2308969.3271270664, 3728853.7700652103 2283969.693790503))",12,0.2869302035467747,2165.0000000225523,12,0.2885502407437165,frequency,0,0,-0.0016200371969418148,0.0016200371969418148
2818,"POLYGON ((3728853.770066378 2333968.960461593, 3699986.6800037352 2333968.9604606368, 3685553.1349730333 2358968.593795023, 3699986.680004949 2383968.2271302594, 3728853.770067534 2383968.227131186, 3743287.3150982605 2358968.5937969154, 3728853.770066378 2333968.960461593))",1,0.1670325745287505,2164.999999979262,12,0.2714289313316855,frequency,1,1,-0.10439635680293499,0.10439635680293499
2819,"POLYGON ((3728853.770067534 2383968.227131186, 3699986.680004949 2383968.2271302594, 3685553.1349742687 2408967.860465396, 3699986.6800061497 2433967.4938003663, 3728853.7700686795 2433967.493801287, 3743287.315099383 2408967.860467249, 3728853.770067534 2383968.227131186))",2,0.3945761041741739,2165.0000000225523,10,0.1944613656817253,frequency,4,4,0.20011473849244857,0.20011473849244857
2820,"POLYGON ((3728853.7700686795 2433967.493801287, 3699986.6800061497 2433967.4938003663, 3685553.13497549 2458967.127134261, 3699986.680007335 2483966.7604699647, 3728853.77006981 2483966.760470869, 3743287.315100493 2458967.1271360815, 3728853.7700686795 2433967.493801287))",12,0.2679296913160325,2165.0000000225527,10,0.2328605598355458,frequency,2,2,0.03506913148048671,0.03506913148048671
2821,"POLYGON ((3728853.77006981 2483966.760470869, 3699986.680007335 2483966.7604699647, 3685553.1349766958 2508966.393803611, 3699986.6800085045 2533966.027138045, 3728853.7700709235 2533966.027138924, 3743287.3151015877 2508966.3938053893, 3728853.77006981 2483966.760470869))",3,0.3620905205789453,2164.999999979262,12,0.2641576255371895,frequency,3,3,0.09793289504175579,0.09793289504175579
2822,"POLYGON ((3728853.7700709235 2533966.027138924, 3699986.6800085045 2533966.027138045, 3685553.1349778827 2558965.6604714375, 3699986.6800096547 2583965.2938065976, 3728853.77007202 2583965.2938074544, 3743287.3151026657 2558965.6604731763, 3728853.7700709235 2533966.027138924))",12,0.2455332737447961,2165.0000000225527,12,0.2957244978983565,frequency,0,0,-0.050191224153560365,0.050191224153560365
2823,"POLYGON ((3728853.77007202 2583965.2938074544, 3699986.6800096547 2583965.2938065976, 3685553.1349790497 2608964.9271397316, 3699986.680010785 2633964.560473615, 3728853.770073097 2633964.5604744577, 3743287.3151037265 2608964.927141433, 3728853.77007202 2583965.2938074544))",1,0.3101140872142187,2164.999999979262,12,0.3536750918986692,frequency,1,1,-0.04356100468445051,0.04356100468445051
2824,"POLYGON ((3728853.770073097 2633964.5604744577, 3699986.680010785 2633964.560473615, 3685553.134980196 2658964.193806499, 3699986.680011894 2683963.8271411057, 3728853.7700741533 2683963.827141919, 3743287.3151047667 2658964.1938081565, 3728853.770073097 2633964.5604744577))",2,0.2343451800071493,2165.0000000225527,12,0.2832036934079219,frequency,2,2,-0.0488585134007726,0.0488585134007726
2825,"POLYGON ((3728853.7700741533 2683963.827141919, 3699986.680011894 2683963.8271411057, 3685553.1349813193 2708963.460473729, 3699986.6800129786 2733963.09380705, 3728853.7700751876 2733963.093807852, 3743287.315105786 2708963.460475341, 3728853.7700741533 2683963.827141919))",12,0.239232506465102,2164.999999979262,1,0.2158666255258917,frequency,1,-1,0.0233658809392103,0.0233658809392103
2826,"POLYGON ((3728853.7700751876 2733963.093807852, 3699986.6800129786 2733963.09380705, 3685553.1349824183 2758962.727139424, 3699986.6800140403 2783962.3604734684, 3728853.770076199 2783962.3604742484, 3743287.3151067835 2758962.7271409943, 3728853.7700751876 2733963.093807852))",2,0.2523327462944056,2165.0000000225527,12,0.2527871753274086,frequency,2,2,-0.00045442903300296766,0.00045442903300296766
2827,"POLYGON ((3728853.770076199 2783962.3604742484, 3699986.6800140403 2783962.3604734684, 3685553.1349834916 2808961.993805586, 3699986.680015076 2833961.627138358, 3728853.7700771857 2833961.627139115, 3743287.3151077577 2808961.9938071123, 3728853.770076199 2783962.3604742484))",2,0.2915737914635486,2164.999999979262,1,0.2474402943271657,frequency,1,1,0.044133497136382926,0.044133497136382926
2828,"POLYGON ((3728853.7700771857 2833961.627139115, 3699986.680015076 2833961.627138358, 3685553.1349845375 2858961.260471211, 3699986.6800160846 2883960.893803712, 3728853.7700781454 2883960.893804439, 3743287.3151087062 2858961.2604726953, 3728853.7700771857 2833961.627139115))",10,0.199974752608374,2165.0000000225523,12,0.291642698969483,frequency,2,-2,-0.09166794636110903,0.09166794636110903
2829,"POLYGON ((3728853.7700781454 2883960.893804439, 3699986.6800160846 2883960.893803712, 3685553.134985556 2908960.527135315, 3699986.680017065 2933960.1604675334, 3728853.7700790795 2933960.1604682417, 3743287.315109631 2908960.5271367584, 3728853.7700781454 2883960.893804439))",5,0.2558702454651442,2164.999999979262,1,0.2704029202901885,frequency,4,4,-0.014532674825044278,0.014532674825044278
2830,"POLYGON ((3728853.7700790795 2933960.1604682417, 3699986.680017065 2933960.1604675334, 3685553.134986546 2958959.793799898, 3699986.680018016 2983959.427131838, 3728853.770079986 2983959.4271325273, 3743287.315110528 2958959.7938012863, 3728853.7700790795 2933960.1604682417))",3,0.2837271071183214,2165.0000000225523,12,0.3427604384145142,frequency,3,3,-0.059033331296192815,0.059033331296192815
2834,"POLYGON ((3728853.7700825324 3133957.227120318, 3699986.680020692 3133957.2271197005, 3685553.1349901976 3158956.860451094, 3699986.6800215207 3183956.493781993, 3728853.7700833217 3183956.493782588, 3743287.315113837 3158956.8604523004, 3728853.7700825324 3133957.227120318))",1,0.3682263655430799,2165.0000000225523,1,0.2277962212272139,frequency,0,0,0.140430144315866,0.140430144315866
2836,"POLYGON ((3728853.77008408 3233955.760444375, 3699986.680022318 3233955.760443807, 3685553.1349918307 3258955.3937737504, 3699986.680023083 3283955.027104151, 3728853.7700848076 3283955.0271046977, 3743287.315115315 3258955.393774859, 3728853.77008408 3233955.760444375))",2,0.5241316371324983,2164.999999979262,2,0.2248217586480063,frequency,0,0,0.29930987848449203,0.29930987848449203
2837,"POLYGON ((3728853.7700848076 3283955.0271046977, 3699986.680023083 3283955.027104151, 3685553.134992597 3308954.6604338717, 3699986.6800238155 3333954.293765039, 3728853.7700855033 3333954.293765556, 3743287.3151160087 3308954.6604349376, 3728853.7700848076 3283955.0271046977))",2,0.4618821201104927,2165.0000000225527,2,0.2659957932424759,frequency,0,0,0.19588632686801677,0.19588632686801677
2904,"POLYGON ((3772154.4051586944 2258970.0604566433, 3743287.3150959816 2258970.0604557367, 3728853.7700652103 2283969.693790503, 3743287.3150971257 2308969.3271270664, 3772154.405159781 2308969.327127962, 3786587.9501905763 2283969.693792292, 3772154.4051586944 2258970.0604566433))",12,0.296086107524091,2165.0000000225527,1,0.2501973021833723,frequency,1,-1,0.04588880534071865,0.04588880534071865
2905,"POLYGON ((3772154.405159781 2308969.327127962, 3743287.3150971257 2308969.3271270664, 3728853.770066378 2333968.960461593, 3743287.3150982605 2358968.5937969154, 3772154.4051608583 2358968.5937977843, 3786587.95019163 2333968.9604633553, 3772154.405159781 2308969.327127962))",1,0.4028569019852996,2164.999999979262,12,0.2901662474694804,frequency,1,1,0.11269065451581922,0.11269065451581922
2906,"POLYGON ((3772154.4051608583 2358968.5937977843, 3743287.3150982605 2358968.5937969154, 3728853.770067534 2383968.227131186, 3743287.315099383 2408967.860467249, 3772154.405161925 2408967.8604681087, 3786587.950192674 2383968.227132929, 3772154.4051608583 2358968.5937977843))",2,0.2799055137026793,2165.0000000225527,12,0.392021636354601,frequency,2,2,-0.11211612265192172,0.11211612265192172
2907,"POLYGON ((3772154.405161925 2408967.8604681087, 3743287.315099383 2408967.860467249, 3728853.7700686795 2433967.493801287, 3743287.315100493 2458967.1271360815, 3772154.405162979 2458967.127136918, 3786587.9501937064 2433967.493802984, 3772154.405161925 2408967.8604681087))",11,0.3400145560806914,2164.999999979262,1,0.2217500040179697,frequency,2,-2,0.11826455206272171,0.11826455206272171
2908,"POLYGON ((3772154.405162979 2458967.127136918, 3743287.315100493 2458967.1271360815, 3728853.77006981 2483966.760470869, 3743287.3151015877 2508966.3938053893, 3772154.4051640187 2508966.3938062126, 3786587.950194726 2483966.760472534, 3772154.405162979 2458967.127136918))",12,0.2364957789990873,2165.0000000225527,1,0.2217500040179697,frequency,1,-1,0.014745774981117593,0.014745774981117593
2909,"POLYGON ((3772154.4051640187 2508966.3938062126, 3743287.3151015877 2508966.3938053893, 3728853.7700709235 2533966.027138924, 3743287.3151026657 2558965.6604731763, 3772154.405165043 2558965.660473985, 3786587.9501957307 2533966.027140554, 3772154.4051640187 2508966.3938062126))",1,0.2544884396628456,2164.999999979262,12,0.2765682462773705,frequency,1,1,-0.022079806614524855,0.022079806614524855
2910,"POLYGON ((3772154.405165043 2558965.660473985, 3743287.3151026657 2558965.6604731763, 3728853.77007202 2583965.2938074544, 3743287.3151037265 2608964.927141433, 3772154.4051660495 2608964.9271422215, 3786587.9501967193 2583965.293809049, 3772154.405165043 2558965.660473985))",12,0.2890620618974315,2165.0000000225527,12,0.2778176044505063,frequency,0,0,0.011244457446925205,0.011244457446925205
2911,"POLYGON ((3772154.4051660495 2608964.9271422215, 3743287.3151037265 2608964.927141433, 3728853.770073097 2633964.5604744577, 3743287.3151047667 2658964.1938081565, 3772154.405167038 2658964.1938089253, 3786587.95019769 2633964.5604760116, 3772154.4051660495 2608964.9271422215))",8,0.2717654215439305,2164.999999979262,12,0.3087750024878097,frequency,4,-4,-0.03700958094387918,0.03700958094387918
2912,"POLYGON ((3772154.405167038 2658964.1938089253, 3743287.3151047667 2658964.1938081565, 3728853.7700741533 2683963.827141919, 3743287.315105786 2708963.460475341, 3772154.4051680053 2708963.4604760916, 3786587.950198643 2683963.8271434405, 3772154.405167038 2658964.1938089253))",2,0.3889476397045909,2165.0000000225527,12,0.2866584567515158,frequency,2,2,0.1022891829530751,0.1022891829530751
2913,"POLYGON ((3772154.4051680053 2708963.4604760916, 3743287.315105786 2708963.460475341, 3728853.7700751876 2733963.093807852, 3743287.3151067835 2758962.7271409943, 3772154.4051689524 2758962.7271417268, 3786587.950199575 2733963.093809333, 3772154.4051680053 2708963.4604760916))",10,0.249177926842329,2164.9999999792417,12,0.2551423491173032,frequency,2,-2,-0.005964422274974207,0.005964422274974207
2914,"POLYGON ((3772154.4051689524 2758962.7271417268, 3743287.3151067835 2758962.7271409943, 3728853.770076199 2783962.3604742484, 3743287.3151077577 2808961.9938071123, 3772154.405169877 2808961.993807826, 3786587.950200486 2783962.360475688, 3772154.4051689524 2758962.7271417268))",1,0.2120099592008856,2165.0000000225723,12,0.2681912063764039,frequency,1,1,-0.05618124717551831,0.05618124717551831
2915,"POLYGON ((3772154.405169877 2808961.993807826, 3743287.3151077577 2808961.9938071123, 3728853.7700771857 2833961.627139115, 3743287.3151087062 2858961.2604726953, 3772154.405170778 2858961.260473384, 3786587.950201374 2833961.627140507, 3772154.405169877 2808961.993807826))",8,0.3164710702503393,2165.0000000225527,12,0.2845083564151918,frequency,4,-4,0.03196271383514754,0.03196271383514754
2916,"POLYGON ((3772154.405170778 2858961.260473384, 3743287.3151087062 2858961.2604726953, 3728853.7700781454 2883960.893804439, 3743287.315109631 2908960.5271367584, 3772154.4051716547 2908960.527137423, 3786587.9502022387 2883960.8938057944, 3772154.405170778 2858961.260473384))",9,0.2578519840263163,2164.999999979262,12,0.2775255533731883,frequency,3,-3,-0.019673569346871977,0.019673569346871977
