hex_id,pred_peak_month,pred_peak_share,area_weight_km2,wind_peak_month,wind_peak_share,wind_profile_metric,circular_peak_month_difference,signed_peak_month_shift,peak_month_share_difference,abs_peak_month_share_difference
976,4,0.1903399582823106,2164.999999979262,12,0.24301408643376027,frequency,4,4,-0.05267412815144967,0.05267412815144967
977,11,0.2962741168770533,2165.0000000225527,1,0.27818087555006776,frequency,2,-2,0.018093241326985532,0.018093241326985532
978,2,0.2130938272664707,2164.999999979262,1,0.23576088642646106,frequency,1,1,-0.02266705915999037,0.02266705915999037
979,6,0.5374156344152399,2165.0000000225527,1,0.24830856385725686,frequency,5,5,0.289107070557983,0.289107070557983
981,1,0.4687871675799218,2165.0000000225527,1,0.24976466995551552,frequency,0,0,0.21902249762440626,0.21902249762440626
1055,12,0.5210405110208015,2165.0000000225646,12,0.2326614408921108,frequency,0,0,0.2883790701286907,0.2883790701286907
1057,2,0.3105995883824772,2165.000000022575,2,0.27500748682250026,frequency,0,0,0.03559210155997694,0.03559210155997694
1058,5,0.3847996975476009,2164.9999999792635,2,0.22180088564046377,frequency,3,3,0.16299881190713714,0.16299881190713714
1059,4,0.5569332078974083,2165.000000022575,2,0.22221862617001473,frequency,2,2,0.33471458172739355,0.33471458172739355
1060,2,0.2866595143360866,2164.9999999792635,10,0.28635700215168286,frequency,4,4,0.00030251218440374705,0.00030251218440374705
